Tour;Length;GiftIds;TotalWeight;Weights
24;3596750.07925461;54445,73187,10838,47721,51617,42590,7091,10536,76692,38146,87132,75271,32254,38257,18721,22810,54892,99859,69674,3046,39995,65482,27969,11494,73368,84527,21184,73205,12294,15247,98037,9501,12606,79879,52178,2575,66155,44655,45946,84692,58898,5955,39848,1545,45886,15813,48214,96857,41130,30790,40172,68465,88867,33459,41647,5023,91891,2760,79726,37766,41498,4720,71849,65229,50882,20021,48183,22471,19069,77241,20238,31453,74408,43585,17554;999.742428323;16.04812792+39.75989186+11.87592475+15.02008131+26.24173029+5.285376631+42.93507712+1+1+30.54126553+1+25.50802455+21.9803335+16.92995217+4.605988505+5.762444102+1+6.148166885+3.606462148+9.222725401+44.40266407+1+1+41.63338772+20.4510249+9.718760924+8.982775993+39.66247191+35.85152751+19.03381165+1+46.43928844+1.261935694+2.463980936+3.708494124+22.21366666+1+34.41756802+9.375583177+10.97588564+15.74148365+1.707188523+1+15.085086+9.26634074+2.843734902+24.82320317+5.565509685+1+1+6.543955016+1+1.015603605+4.616925859+27.63231361+2.96660591+39.2555445+26.90544275+1+11.93667637+19.710668+3.592227491+27.63553251+1+11.21083181+16.84240778+1+6.762152083+2.593265581+36.33363867+8.231421408+20.86026866+1+1+1
25;3588947.62440978;96113,63089,84164,66477,9227,89700,66620,87001,99896,68407,13246,9184,18856,3668,55266,58433,79384,94620,31226,13827,86917,69163,30578,42526,70711,14727,92424,21483,87054,10141,88418,32473,39743,26135,73218,85225,60364,48248,37484,14623,84744,31142,77697,22868,29733,37134,95072,75015,43640,59496,71413,9910,61465,6146,86025,67686,21376,80817,91609,16890,94500,46843,83718,46307,47603,10493,53427,32209,4183,84384,55370,56021,71387;999.853827857;1+13.91127357+1+1+1+13.96118094+21.05801993+26.18030709+1+15.83232028+6.133142413+17.64921586+38.30871366+31.916915+16.70470572+24.93937735+23.29409212+38.7220194+32.4581998+50+1+16.26929713+9.599348302+1+3.631551463+50+1+1+1+50+5.937129067+15.65176778+10.38729846+1.234217408+42.62374894+1+8.114012024+1+17.26165714+2.042914443+1+6.525156406+2.732982512+17.70356419+1.610343474+42.93672525+44.9562853+24.74532647+30.14730458+1+24.95527458+32.99952508+1+1+12.06264146+2.665196934+10.53994349+1+10.49574449+43.30482967+26.37209712+17.45492373+1+1+1+1+1+9.11891504+3.229652314+5.856616218+1+1.618354259+1
26;3548158.26136264;85741,34957,70530,5183,7351,6635,76598,49405,50942,5898,69738,80675,37667,15187,64014,27788,53104,73536,14985,76391,77606,71918,99095,4405,42491,24467,16477,51458,75476,14306,55925,97119,90224,36784,73439,26215,87184,94596,39109,36193,74843,21710,76356,98646,66801,4257,30022,87734,12397,36939,8825,67255,90719,49256,94447;999.642546599;28.27543109+23.14740098+24.91226514+34.00221009+34.86830595+22.24557122+33.68101473+17.9020066+18.14919912+26.94630594+11.31668386+46.45211668+40.88730534+46.83922414+1+1+38.02384075+39.11146544+13.84300913+1+13.42015617+29.92761835+20.39884112+23.62232183+14.73130429+1+15.00745553+25.32937672+1+1+1+1+28.57353458+1+5.679189381+19.66595527+32.73006467+6.888069809+21.37260246+2.731127468+5.082124017+16.61181331+27.73986437+23.39358283+31.63783262+4.291414981+1+27.62196827+33.63445193+28.299737+24.94057462+1+2.708208803+1+1
27;3878452.04680479;83746,69536,91126,18715,81887,79465,96081,4344,66772,87128,48527,57853,19354,75791,5516,3511,74197,11872,14875,97197,32648,56522,4963,94686,79693,12015,77183,54793,65002,22788,94417,7156,5179,19259,38985,54712,18648,60350,12713,32598,49966,66319,73743,65755,92742,92,7862,4574,83552,85982,82587,9179,42798,65074,10176,8051,97508,41894,68211,2116,969,62044,3510,61576,88931,32922,15318,56131,34955,81715,17520,21114,26629,96662,41618,63647,51985,87917;999.101410475;10.28496831+27.81323343+32.08473475+22.3052603+1+1+1+2.858163858+18.11843371+1+1+1+1+29.73422734+1+47.17577231+37.41454089+31.69283312+16.10274326+29.28303157+13.78272881+38.30625042+50+22.39540092+1+26.5738174+40.52691195+30.39650087+18.05160327+11.61537203+1+4.364369523+21.30022817+21.56251092+1+13.69845653+1+1+5.754258683+25.75815295+5.920034465+12.27485734+6.996205397+15.11674762+1+7.656454889+1+1+14.75171235+1+27.88456517+20.52597092+1+1.861699985+18.15858675+1+1+8.972416456+23.99697359+1+28.88880586+1+1+31.56588243+1+28.78189125+1+9.284490832+9.03093262+1+6.309786847+12.0279054+29.14098501+1+1+1+1+1
28;4084837.69242454;69116,19334,8786,9017,6396,42524,58582,84607,9975,76727,34622,94793,57174,83720,82340,37510,89002,28060,79965,58622,44617,10295,22878,55599,29470,32347,72855,30587,44386,50993,5326,38180,98679,97282,53222,72181,26430,13492,19190,98389,96152,14806,708,68888,91122,98349,56529,14745,78200,99584,10049,90562,74263,57729,62636,55340,10453,44118,11545,7454,10318,20714,96646,58657,75068,7243,97788,57314;999.094691822;36.75543707+21.25488682+1+36.9248563+1+50+12.47807149+50+1+29.8477074+24.57173719+13.0266909+10.86142725+23.21015558+16.20519587+25.15665191+28.04245179+19.39501522+13.3325062+1+1+23.38527406+42.52594827+28.34269994+1+1+26.09256661+13.64134916+13.26245025+19.25145993+12.5457331+10.87915205+13.25090378+31.01054732+39.74663402+1+1+7.106202376+43.718246+50+15.1205748+1+1+17.36416978+27.6305312+3.100062496+15.55948932+1+1+11.58996345+17.8056375+42.19536934+21.98006014+1+3.591310091+2.85620043+2.212286843+1+1+8.267078576+1+1+1+1+1+1+1+1
29;3685317.26256608;30191,92861,67139,14782,53482,53671,8031,24236,96575,81527,74355,40071,96999,41125,75342,11638,29989,49000,86687,65032,83785,81756,36798,52588,9646,25717,77278,81121,65774,70422,48587,17160,51162,810,66662,9694,39808,65393,17251,89969,71301,11095,17781,82813,62158,41933,88527,53583,57468,74182,75572,74202,34175,4471,88044,62234,4156,36684,47526,91710,67061,15929,23779,32835;999.46408174;21.35618857+2.820137841+8.049047525+1+1+18.26975222+27.19980306+19.45392124+1+12.71651021+35.64562191+12.24381231+50+50+33.6680603+35.45389089+1+20.61681981+29.52785635+1+1+21.75869898+1+16.43849775+9.040732697+44.15345812+9.021871289+1+1+26.57637092+25.1133047+1+9.332328047+12.23652127+1+1+24.29889347+17.91034554+6.196189046+1+11.34671539+7.475016128+6.746295819+10.39348583+42.73606878+19.10202737+1+1+45.6649285+13.03216904+1+24.25034102+23.17881046+21.96269154+14.22474248+30.74412847+50+1+1+1+22.70589777+5.866181398+30.93594768+1
30;3875559.31658998;71520,75659,63488,4440,9833,88523,71177,9985,2782,70033,82924,33552,20885,23966,83128,24983,57604,16737,76459,98772,83078,8553,50694,5539,84792,23998,36773,64011,49485,3265,56196,59472,47590,3045,63519,14447,21401,1382,26942,61518,53766,41926,35846,81592,41042,6911,69641,45079,61273,25082,97315,64738,44848,58614;999.014770433;27.14450394+34.09922949+1+11.02478903+12.11216297+3.874436521+50+1+32.9791418+22.36649288+5.539605286+27.52274187+26.03574387+16.67343673+50+50+3.025208091+7.548155165+7.294485385+3.021352427+4.244846773+20.66704575+1+1+27.86182571+29.20527494+2.335503815+22.35205951+23.56423353+6.582607216+1+32.37492263+37.14082476+47.64272561+19.41530054+19.01265676+33.74883167+8.792001408+39.95765391+1+50+16.78929666+27.80565743+9.786552129+19.57919904+9.384483345+35.75797987+25.42998656+20.20448162+1.185689862+7.05151802+1+2.88012591+1
31;3704097.16757831;10115,48141,76253,92718,57847,9460,34861,60443,7185,13642,16229,65287,57979,32263,34678,57896,21783,29837,2315,74371,44612,16117,36582,88684,43467,80088,90107,30674,19655,83829,840,59718,11275,95233,29344,58398,37983,49198,12600,31301,21964,94770,83460,83906,79157,60714,47412,64815,12037,51084,95246,91036,81237,42146,51402,59453,82528,40932,48486,27179,26335,14584,68064,90801,10797,37755,43578,92921,9642,14600,67846,24722,44689,30855,13403,21477,38355;999.164999149;1+1+32.86905551+37.53661131+1+1+13.45593806+23.72799767+1+31.5810509+1+1+1+11.21212123+1+14.00820913+1+1+23.85153494+1+45.87215322+22.64974483+34.34938571+1+2.26412427+7.089670206+1+1+1+22.55845507+1+1+41.24363552+8.853385811+28.21619969+19.19472548+15.25176027+1+1+31.25243721+1+22.90675777+15.93415469+14.92689498+1+7.050473061+15.67769045+21.07997857+4.590773122+50+10.315059+1.219079271+21.23659565+27.86430198+15.85921874+43.60741652+1+48.39672435+25.01908108+1+10.18585034+1+21.3817395+1+3.145080668+13.71317908+39.24679268+1+1+24.85101821+39.9189434+1+1+1+1+1+1
32;4371576.35168936;35208,78480,32509,43879,33049,37652,3662,99851,15935,13459,61318,5740,18237,90740,40,96537,82589,94507,88552,79255,95707,12208,91722,90999,83459,15789,87711,25764,68877,52541,75854,95135,83512,73473,8097,16502,95148,44569,78440,48729,61270,80593,14380,39173,54908,72198,3145,3660,83993,13759,60855,59524,23389,65348,291,6337,7560,32099,81579,70240,32603,86099,35867,67687,49561,85996,198,16582,2644,95541,73616,76988,96846,78010,13942,94004,52972,77852,91973;999.111828891;4.491397419+1+1+1+19.50492595+1+23.01225058+29.00962392+6.52924722+1+28.45562233+1+1+15.22978844+1+32.53525103+6.751839276+14.94796252+1+1+25.59284993+28.89282288+18.71960125+1+4.693405766+1+32.54868776+1+35.73680915+16.31950523+12.389038+13.22753607+15.10484986+24.88528303+12.01261328+22.68777902+10.293138+27.19887748+5.165744606+50+8.863243879+27.02592204+1+1+12.5112784+1+28.12551909+18.40437815+1+5.790901788+38.98589939+11.11142759+1+15.51600074+14.24139395+1+5.917415196+1+40.0017+1+1+1+13.31627249+48.94689484+5.293705513+1+19.13278712+18.13125744+1+18.62428645+1+16.04113742+4.734331332+1+27.01276236+34.5161885+1+1+1.930675216
33;3630545.75031929;73088,81206,71091,57925,3489,76944,69363,6965,15580,32525,37055,83108,54743,37496,88353,55488,56240,71172,70196,25687,69466,56531,39404,42564,98629,31564,83923,20642,19629,47250,79625,8418,80624,5572,78133,32514,31467,85515,10744,85619,97404,14861,19091,7849,92386,39170,47438,50178,69258,41657,57290,26271,29288,99493,95417,7626,97514,97885,27905,59436,90217,72824,886,32904,8497,35772,34291;999.573335683;1+6.971848733+1+4.641104389+16.9310238+29.42428155+1+26.85099844+1.293243674+1+3.924773345+3.37839019+50+25.17667819+42.86274366+1+30.87549076+8.653383577+23.35562764+23.30717857+9.397293774+1+1+35.70097296+40.1993656+1+31.20989639+18.3014925+17.10534399+14.63308939+6.514753061+13.36981669+1+8.735294529+9.212604194+7.071768013+50+37.93310845+10.57522327+18.3020414+22.94182186+11.02081854+1+1+19.95227751+1+38.25096324+32.57090983+24.30671668+1+1+18.48728617+13.54810292+1+1+1+1+43.79838044+25.03752346+50+21.59731579+3.33537111+22.33035604+5.486661364+1+1+1
34;3411771.57907543;98723,19631,70310,4129,54134,80977,68266,52760,2352,12796,46135,11182,51539,35124,87862,27010,24241,77374,42222,89038,5271,65582,37621,49865,98522,90324,54314,62472,50950,31143,18504,77371,84000,29102,32793,32645,20384,19382,63874,99224,97997,19733,84069,46395,62540,57646,18512,28499,45872,66333,75363,10506,9562,39534,88419,14468,78295,39165,19717,51850,88895,57549,69658;999.894944067;1+11.8277004+1+32.9791648+17.76405948+1+15.3396082+1+1+1+11.65446635+1.730725124+14.24532012+16.42899641+40.68216749+50+1+42.89273559+23.33393538+21.60164455+43.50938022+1+28.04520157+1+2.154037769+8.101848991+1+1+24.78991891+2.785758472+24.80084106+28.22029845+1+28.31917764+9.725253847+2.87161251+37.77190793+5.90030047+47.49960275+21.46138303+20.40658895+9.104453229+1+8.628089439+26.23922977+3.063195132+4.970236763+25.08613179+16.10230722+36.96858668+1+50+3.127965732+4.976029807+44.5947974+8.677905793+10.33195113+41.11793189+7.686118704+7.85842607+32.36247635+2.591744735+5.56372997
35;3933622.60788088;1347,63120,1533,20680,64921,93626,38713,57355,24621,67335,22208,16245,50949,46632,41101,10048,31462,74785,79053,78180,33111,94252,83882,19781,88710,98291,3343,45753,57797,77746,28023,9657,87925,72919,43634,34547,2060,27307,90177,62515,95499,7450,33535,58206,75186,36568,20168,89161,35540,3310,67465,54341,99507,34614,39498,63977,90489,9012,60722,1817,81303,17604,33572,16930,48473,21402,71736,96043,5233,78076,35081,44946,29561,51424;999.34574193;1+6.385863484+1+17.72748098+19.68116733+1+1+1+50+2.145818647+33.06540851+1+1+33.33954133+30.84965662+31.40849144+1+14.06824997+1+1+1+25.81064564+1+27.40353737+21.22942132+13.61218861+42.39300111+15.90362907+1+50+32.56637263+1+11.07593792+1+31.52940826+12.45256258+35.43411836+20.72843613+1+18.54370102+1+22.93810929+17.88395875+10.58961893+1+1+1+12.57460553+10.47391783+18.77530045+2.915447789+45.46355466+16.90280074+1+23.68120314+1+39.96525006+41.03802494+1+1+17.29515778+14.98131422+1+44.30752059+1+1+1+28.2053189+1+1+1+1+1+1
36;3833006.54261139;34746,22865,80252,15360,45458,99522,67815,33953,88524,2453,12308,89757,86928,63334,42045,22355,59467,13217,93353,98279,32836,3436,27030,54587,87210,75204,97547,82014,29118,1252,53979,54349,22891,35793,33258,46139,88001,17869,37392,26741,81363,17215,76231,28533,22723,46272,49108,22195,92091,95121,5650,72233,70644,68825,18907,55081,40986,79686,30801,68813,13698,50960,19388;999.038952013;1+37.84316261+5.63341213+33.62777442+20.30830261+50+40.96775104+50+50+3.479567637+35.88852928+13.40647739+11.77937919+43.14589444+46.08493041+1+1+1+34.66876791+27.71039514+1+1+1+1+1+1+19.39306542+23.35020347+1+6.713985713+1+7.042095777+15.49906593+1+45.79489584+1+17.42516985+1+1+1+1+38.31110067+1.843576968+33.85457492+23.49877263+11.16180773+2.64547294+1+21.43951358+1+1+13.82596543+47.73994586+20.15935569+25.1961767+1+6.084112628+14.56338146+20.93056076+12.66179716+28.46239333+13.89761735+1
37;3603217.98493233;44188,3362,56177,5383,27388,26148,84715,40545,70758,50081,72825,26151,2170,70617,57650,75009,51323,42840,70060,6994,79163,54790,16054,13787,96725,68258,6094,49990,80746,41612,33392,58660,87299,90228,14429,44767,66448,25195,20324,24816,45569,43733,71757,35818,18128,41592,30190,98018,35966,60046,46247,46300,49881,89483,2527,4435,21378,68517,24286,19842,49223,27770;999.689343472;10.30820227+19.42561671+10.54407601+44.47154945+31.29288914+11.02122199+28.79451436+39.90266608+9.326385801+4.049091238+1+49.23822909+44.25999554+50+30.51718545+1+14.51304774+1+1+1+1+23.7363736+8.844411029+2.53799813+42.39046917+9.312440248+1+27.8899253+13.67307734+1.321382822+8.799189859+10.00376015+15.86231588+1+23.85457772+4.587152058+16.96298698+4.478099019+1+5.194177424+1+10.33402397+50+20.08568396+26.78105849+8.642122883+7.213340795+20.78749068+19.87701295+27.48636436+33.17831797+40.45820461+38.13113998+37.7757077+23.21592614+1+1+1+2.609941386+1+1+1
38;3992686.23879573;16253,60850,70680,11588,2173,59664,39340,55130,70781,97910,54440,92978,61500,92352,83607,80417,15157,48541,86877,66917,41555,68645,79903,78106,37451,60996,62698,85218,22002,37364,18485,63514,42488,53263,89329,12264,64387,93778,34507,86785,92516,70804,69338,83089,52990,20876,13609,61216,52917,32913,32360,84505,93520,37170,45331,18488,15715,10415,69357,54151,4795,45353,9548,15224,21043,16884,10228,98117,17546,24746,58093,64210,18560,2727,97049,31797,32211,42160,60198,51281,49711,65995;999.012699013;1+2.677146514+1+9.431214753+6.921828051+19.3967274+1+28.26110654+13.30081222+18.80377386+1+31.35873309+1+1+9.888265177+6.304054578+25.11309015+15.99193236+28.90216545+19.85994903+1.871620958+4.600638994+4.384491091+1+11.88820054+31.47068046+26.66070081+1+1.632517311+1+1+26.21970117+4.099594516+33.13769021+44.18531745+36.51606648+14.57199789+6.144644739+1+2.755992424+9.080912143+30.67386513+1+1+3.532229951+1+1+15.07702876+1+7.810750398+17.70245472+1+1+1+4.45569185+1+46.10878441+1+9.125478795+35.06176411+9.136296087+43.64744101+1+39.32882076+44.37281381+42.63937847+1+1+31.31553714+1+1+19.14149175+1+50+1+2.78799099+2.165936703+1+17.49737781+1+1+1
39;4316123.67088003;85565,33078,91592,94036,11847,30198,88762,43464,53499,84413,58449,93213,73636,35561,72521,52229,15340,71031,44804,54589,27329,28142,38104,3391,97808,13415,25994,37263,83360,39545,36907,17878,94591,8521,62842,52578,30001,83224,48321,2044,16622,11139,45405,72067,15204,75570,86695,63974,84849,49857,96318,90702,57586,87835,15552,39095,23452,68289,742,9919,74331,13552,64137,57899,180,45285,1755,47541,1351,9903,78193,115;999.48679589;16.03477738+1+1+38.32803815+1+50+17.19555381+31.50386426+50+1+19.95521581+24.55058634+17.16068651+8.316163458+32.40933214+12.99950488+1+18.51283428+26.17951863+15.91863762+1+19.70262818+7.659311211+13.85822074+6.899223978+11.73238619+27.08416183+10.26986887+19.45940399+1+1+15.96457362+18.37603454+21.61215993+6.174194045+44.40711739+12.46559266+1+5.572269739+50+7.590746251+1+1+44.55592082+18.28436338+21.97042483+25.72301968+1+1+25.94479589+7.532249254+1+11.24736822+31.19029661+1+43.42728354+7.438719209+9.772614086+29.65928381+8.134472948+1+6.272845389+1+1+1+1+5.440531792+1+1+1+1+1
40;4202540.32457063;11051,33393,36651,63544,5865,64270,54303,99733,92423,47780,16476,51676,45650,80966,82928,15916,36569,52214,91192,211,55933,79387,46046,71758,58938,37640,65867,52126,90579,40890,34980,68313,87019,98729,64239,65816,27315,67164,87136,66439,50918,95538,10763,30243,41072,42888,26034,39858,59912,64861,61865,44391,93829,97636,61159,29324,1021,26046,16106,1844,48969,48191,78993,37624,95017,92217,54767,45511,61203,94908,65690,2117,86819,12393;999.853320417;14.53066918+10.992471+21.95320986+32.48043667+22.57722371+1+1+15.97546168+14.17191208+14.5800999+14.1660786+31.53544111+32.98389337+17.32667769+10.99286036+19.46066729+10.23049917+10.13213009+34.27688225+1.791220669+18.58609936+26.4967528+12.29786081+1+1+24.46717862+9.269116368+1+12.65340547+1+1+12.88408742+34.53810955+11.39609299+9.904045326+1+14.70450274+21.89124106+34.97500341+8.837445941+2.503780204+43.85378061+8.036143129+1+21.71568832+16.6729093+9.6825291+39.33183284+8.410478557+1+21.34182904+14.12023381+39.6674149+10.7089247+21.40704635+1+17.1793746+49.96258342+1+19.50962336+17.35291555+2.003064627+1+6.497024133+8.325315606+8.631031729+9.881019988+1+1+1+1+1+1+1
41;4227091.46044343;59725,80674,47175,89519,97198,20454,68512,78374,61984,71114,93950,7214,86559,62213,36060,71485,34688,65325,83362,65625,99477,85446,79286,49117,36238,81750,27733,99642,90277,99271,95334,43451,17273,40032,13,39258,36333,2279,18319,36391,26571,62960,66263,34935,52697,37679,51129,11321,45632,43971,40261,42724,81620,10311,38722,76863,45446,97026,9396,24459,57935,40465,8571,97532,53792,85469,91346,21249,77812,45614;999.980203203;1+25.80176678+7.762576469+1+1+23.45283359+16.55085894+7.104445368+21.22787748+1+1+10.94542332+24.55570475+25.81175003+1+20.4048897+1+50+1+50+1+1+23.62550636+14.06149341+50+32.45767275+1+1+1+32.95320605+19.80048565+1+19.30875544+1+4.983562329+26.42309338+17.5695819+1+23.35310142+20.11402735+34.68870097+1+1+41.2966982+1+33.45198676+50+1.130886488+18.64108284+1+19.99823439+13.20656451+10.26729717+10.84317586+9.524214617+7.381026348+30.76998072+1+1+1+1+9.777649215+43.22251068+49.39384763+1+1+3.241141985+16.57897428+1+1.297618074
42;3826971.58799196;80744,87929,43543,25555,25137,26447,129,5920,46218,76422,49407,15605,97138,25536,62901,30136,35255,86250,86231,95748,93907,53432,45572,6637,98774,92081,47270,25304,35863,21552,32945,85880,84273,26033,23615,38378,55166,5055,77654,20627,38763,45974,87442,19591,60432,48508,97845,16928,27398,16853,1756,30311,2507,62093,41912,82706,52684,92290,45468,72816,49558,15612,80941,56468,94995,52087;999.149921068;3.1892644+1+26.86077219+1+1+1+1+1+1+1+50+30.19792246+32.1379012+44.61502355+1+1+44.54538142+28.02573952+1+1+23.90237645+1+27.59110378+16.45619777+32.03283607+27.5709776+1+42.31925739+1+32.44534489+17.47139532+7.35715908+20.23606084+1+16.48844532+14.25285309+18.98491454+10.93794342+46.73984292+20.37624078+4.25904842+20.96540192+17.91828976+22.22177708+29.54233794+17.50242935+1+1+1+1+1+50+1+1+41.07066072+36.53539414+39.76516906+12.53303525+5.196583854+23.86485524+4.259925584+8.561175839+1+1+3.721955564+1.496927347
